iter	RMSE
1515	0.2036467355
1516	0.2035971291
1517	0.2035124193
1518	0.2034614398
1519	0.2034050748
1520	0.203300645
1521	0.2031978128
1522	0.2031872024
1523	0.2030710418
1524	0.2029840797
1525	0.2028991076
1526	0.2027865358
1527	0.2027121236
1528	0.2026328953
1529	0.2025840091
1530	0.2025357829
1531	0.2024635264
1532	0.2023752848
1533	0.2023306107
1534	0.2022643779
1535	0.2022297494
1536	0.2021854335
1537	0.2020978754
1538	0.2020484055
1539	0.202004439
1540	0.2019376145
1541	0.2018790904
1542	0.2018187394
1543	0.2017745963
1544	0.2016908871
1545	0.2016244872
1546	0.2015494999
1547	0.2014414103
1548	0.2014293505
1549	0.2013699203
1550	0.2012640523
1551	0.2011865243
1552	0.2011193586
1553	0.2010495857
1554	0.2010110406
1555	0.2009213388
1556	0.2008686674
1557	0.2008179039
1558	0.2007935956
1559	0.2007837323
1560	0.2007024971
1561	0.2005805511
1562	0.2005530741
1563	0.2004871974
1564	0.2004478725
1565	0.2003910897
1566	0.2003171633
1567	0.2002464479
1568	0.2002094377
1569	0.2001611342
1570	0.200083307
1571	0.200017837
1572	0.1999760564
1573	0.1999458716
1574	0.1999036381
1575	0.199882747
1576	0.1998496828
1577	0.199827753
1578	0.1997951866
1579	0.1996935768
1580	0.199642262
1581	0.1995767246
1582	0.1995147509
1583	0.1994948801
1584	0.1994404147
1585	0.1993625699
1586	0.1992619703
1587	0.1991760991
1588	0.1990881056
1589	0.1990160088
1590	0.1989883699
1591	0.1989159684
1592	0.1988452139
1593	0.1987911604
1594	0.1987094151
1595	0.1986381256
1596	0.1985564379
1597	0.1985203448
1598	0.1985099802
1599	0.1984686766
1600	0.198359035
1601	0.1983261406
1602	0.1981829989
1603	0.1981248234
1604	0.1980739671
1605	0.1980176245
1606	0.1979580782
1607	0.1978594734
1608	0.1977672687
1609	0.1977193394
1610	0.1976794853
1611	0.1975906195
1612	0.1974946099
1613	0.1974525357
1614	0.197409528
1615	0.1973896502
1616	0.1972900895
1617	0.1972130721
1618	0.1971127906
1619	0.1970721868
1620	0.1970342408
1621	0.1969687514
1622	0.196927422
1623	0.1968480726
1624	0.1967850503
1625	0.1967250142
1626	0.1966350284
1627	0.196623376
1628	0.1965897446
1629	0.1965114499
1630	0.196406605
1631	0.1963003898
1632	0.1962349655
1633	0.1960968256
1634	0.1960249516
1635	0.1959260532
1636	0.195833591
1637	0.1957969975
1638	0.1957204501
1639	0.1956433413
1640	0.1955817293
1641	0.1955302947
1642	0.1954839555
1643	0.1954377118
1644	0.1954194026
1645	0.1953388406
1646	0.1952940075
1647	0.1952241324
1648	0.1952076093
1649	0.1951412737
1650	0.1951197267
1651	0.195079856
1652	0.1950349293
1653	0.1950247725
1654	0.1949872856
1655	0.1949276527
1656	0.1948311383
1657	0.1947469594
1658	0.194709255
1659	0.194655638
1660	0.1945938198
1661	0.1945400249
1662	0.1944375591
1663	0.1943584235
1664	0.1942979367
1665	0.1942380489
1666	0.1942282615
1667	0.1941435563
1668	0.1940536799
1669	0.1940165674
1670	0.1940079317
1671	0.1939374296
1672	0.1939148377
1673	0.1937779526
1674	0.1937299144
1675	0.1936884858
1676	0.1935724333
1677	0.1935054636
1678	0.1934225665
1679	0.1933724381
1680	0.1933409303
1681	0.1932583659
1682	0.193182353
1683	0.1931570551
1684	0.1930690174
1685	0.1930569655
1686	0.1929985547
1687	0.1929810684
1688	0.1929454192
1689	0.1929070218
1690	0.1928453109
1691	0.1928001463
1692	0.1927690252
1693	0.1927467878
1694	0.1927003226
1695	0.1926081475
1696	0.1925686012
1697	0.1924831733
1698	0.1924646986
1699	0.1923869864
1700	0.1923366825
1701	0.1923008951
1702	0.1922182086
1703	0.1921499859
1704	0.1921219225
1705	0.1920251871
1706	0.1919837938
1707	0.1919171419
1708	0.1918565042
1709	0.1917235362
1710	0.1916230094
1711	0.1915351216
1712	0.1914988231
1713	0.1914129915
1714	0.1913371994
1715	0.1912824514
1716	0.1911933823
1717	0.1911083048
1718	0.19104404
1719	0.1910085526
1720	0.1909741705
1721	0.1908799698
1722	0.190834284
1723	0.1907654073
1724	0.1906593782
1725	0.1906007371
1726	0.1905544889
1727	0.1904882079
1728	0.190435301
1729	0.190402139
1730	0.1903959109
1731	0.1903079949
1732	0.1902658587
1733	0.1902072325
1734	0.1901741882
1735	0.1901391534
1736	0.1900475087
1737	0.1899932248
1738	0.1899280496
1739	0.1898963198
1740	0.1898589877
1741	0.1897529499
1742	0.1897175554
1743	0.1896911163
1744	0.189575205
1745	0.189501435
1746	0.1894367228
1747	0.1894124221
1748	0.189354591
1749	0.1892803569
1750	0.1892065247
1751	0.1891767807
1752	0.1891506108
1753	0.1890650934
1754	0.188935743
1755	0.1889025247
1756	0.1888636686
1757	0.1887749622
1758	0.1886965952
1759	0.1886497662
1760	0.1885775074
1761	0.1885252749
1762	0.1884248468
1763	0.1883855172
1764	0.1883172997
1765	0.18827959
1766	0.1882181989
1767	0.1881832478
1768	0.1881743839
1769	0.1881076349
1770	0.1880752542
1771	0.1879997253
1772	0.1879541715
1773	0.1879003219
1774	0.1878486344
1775	0.187801681
1776	0.1877419558
1777	0.1877103585
1778	0.1876885983
1779	0.1876097825
1780	0.1875579309
1781	0.1874865182
1782	0.1874292292
1783	0.1873428828
1784	0.1873274135
1785	0.1872954369
1786	0.1872621573
1787	0.18722393
1788	0.1871873369
1789	0.1871803163
1790	0.1871711935
1791	0.1871484726
1792	0.1871161733
1793	0.1870478643
1794	0.1870343972
1795	0.1869914029
1796	0.1869306238
1797	0.1869117106
1798	0.1868621043
1799	0.1868117542
1800	0.1867742845
1801	0.1867267267
1802	0.1866403551
1803	0.1866014033
1804	0.1865773241
1805	0.1865466799
1806	0.1864996624
1807	0.1864434816
1808	0.1863945288
1809	0.186355731
1810	0.1862851525
1811	0.1862492736
1812	0.1861742005
1813	0.186090213
1814	0.1860606627
1815	0.1859584323
1816	0.1858780663
1817	0.1857754965
1818	0.1857066264
1819	0.1856498704
1820	0.1855948791
1821	0.185538166
1822	0.1854897618
1823	0.1854356904
1824	0.1854088579
1825	0.1853511913
1826	0.1852859079
1827	0.1852647542
1828	0.1851978096
1829	0.1851446904
1830	0.1851238583
1831	0.185068837
1832	0.1849848473
1833	0.184946769
1834	0.18489501
1835	0.184874604
1836	0.1848348957
1837	0.1848216077
1838	0.184748994
1839	0.1847197453
1840	0.1846881273
1841	0.1846212416
1842	0.1845683061
1843	0.1844805028
1844	0.1844552946
1845	0.1844450125
1846	0.1844196154
1847	0.184386236
1848	0.1843434048
1849	0.1843192931
1850	0.1842271849
1851	0.1841612261
1852	0.1841142533
1853	0.1840799046
1854	0.1840006477
1855	0.1839720216
1856	0.1839313735
1857	0.1838663707
1858	0.1838137858
1859	0.1837303849
1860	0.1837056083
1861	0.183672942
1862	0.1836276388
1863	0.1835635024
1864	0.1834715827
1865	0.1834026969
1866	0.1833942033
1867	0.1833474993
1868	0.1832367817
1869	0.1831921998
1870	0.1831172492
1871	0.1830347109
1872	0.1829527674
1873	0.1829158382
1874	0.1828721305
1875	0.1828382674
1876	0.1827943277
1877	0.1826890839
1878	0.1826206591
1879	0.1825850087
1880	0.1825759674
1881	0.182544705
1882	0.1824995704
1883	0.1824751567
1884	0.1824108281
1885	0.1823787286
1886	0.1823342887
1887	0.1822550147
1888	0.1822324464
1889	0.1821649141
1890	0.18209842
1891	0.1820761824
1892	0.1819241202
1893	0.181884903
1894	0.1818295631
1895	0.1817768765
1896	0.1817382132
1897	0.1816817627
1898	0.1816496826
1899	0.181609155
1900	0.1815738055
1901	0.1815478477
1902	0.1814345838
1903	0.1813550159
1904	0.1813008226
1905	0.1812683342
1906	0.1812595845
1907	0.1812412687
1908	0.1812081101
1909	0.1811585124
1910	0.181108687
1911	0.1810479715
1912	0.1809938567
1913	0.1809196356
1914	0.1808463678
1915	0.1808260459
1916	0.1807079757
1917	0.1806608157
1918	0.1805738188
1919	0.1804752749
1920	0.1804001842
1921	0.1803315314
1922	0.1802436231
1923	0.1801798868
1924	0.1801355163
1925	0.1801071763
1926	0.1800874
1927	0.1800070852
1928	0.1799290152
1929	0.1798858757
1930	0.1798391994
1931	0.1797735594
1932	0.1797311584
1933	0.1797029714
1934	0.1796654886
1935	0.1795853235
1936	0.1795298897
1937	0.1794578597
1938	0.1794044961
1939	0.1793699792
1940	0.179300705
1941	0.1792518572
1942	0.1792242338
1943	0.1791658849
1944	0.1791084971
1945	0.1790339601
1946	0.1789974875
1947	0.1789278776
1948	0.1788589006
1949	0.1787984509
1950	0.1787271406
1951	0.1786749638
1952	0.1785957326
1953	0.1785367964
1954	0.1784280428
1955	0.1783923386
1956	0.1783647678
1957	0.1783221096
1958	0.1782448582
1959	0.1781690031
1960	0.1780932977
1961	0.1780174481
1962	0.1779219001
1963	0.1778991551
1964	0.1778136714
1965	0.1777584806
1966	0.1776546631
1967	0.1775586464
1968	0.1775361912
1969	0.1774887703
1970	0.1774391104
1971	0.1773968636
1972	0.1773553315
1973	0.1773439091
1974	0.1772849033
1975	0.1772603386
1976	0.1772245802
1977	0.1771639284
1978	0.1770856654
1979	0.1770439489
1980	0.1769721703
1981	0.1768995728
1982	0.1767959617
1983	0.1767586209
1984	0.1767207558
1985	0.1766617173
1986	0.1766201802
1987	0.1765800782
1988	0.176508733
1989	0.1764543537
1990	0.1764220023
1991	0.1763588083
1992	0.1763132163
1993	0.1762394054
1994	0.1762119785
1995	0.1761409393
1996	0.176096522
1997	0.1760586052
1998	0.1760167108
1999	0.1759737342
