iter	RMSE
337	0.3109076441
338	0.3108124361
339	0.3106010794
340	0.3104030774
341	0.3099620038
342	0.3099019061
343	0.3096967162
344	0.309651276
345	0.3095950224
346	0.3094070298
347	0.3091509001
348	0.3090053649
349	0.3089278675
350	0.3087275078
351	0.3086362364
352	0.3083810646
353	0.3081505519
354	0.3079549865
355	0.3078729436
356	0.3077875431
357	0.3076194551
358	0.3073590268
359	0.3071782514
360	0.3070267596
361	0.3068282297
362	0.3067483252
363	0.3066595869
364	0.3065945787
365	0.3065072713
366	0.3064307475
367	0.3063448885
368	0.3061052931
369	0.3060240151
370	0.3059395187
371	0.3058858627
372	0.3056599712
373	0.3055978999
374	0.3053827021
375	0.3052952529
376	0.305087551
377	0.3049943931
378	0.3049170421
379	0.3048363972
380	0.3047073915
381	0.3046526365
382	0.3045895133
383	0.3043100097
384	0.3040989766
385	0.3039787338
386	0.3039004975
387	0.3036881861
388	0.3035079006
389	0.3034633544
390	0.3032128696
391	0.3031251044
392	0.3030810656
393	0.3030062966
394	0.3029539172
395	0.3028900027
396	0.3028367352
397	0.3027668514
398	0.3027211046
399	0.3025033324
400	0.3023032342
401	0.3019784335
402	0.3019047088
403	0.3018322131
404	0.3017626657
405	0.3014292931
406	0.3013591407
407	0.3011320787
408	0.3010810598
409	0.3010394977
410	0.3007793562
411	0.300581786
412	0.3005134964
413	0.3003532011
414	0.3003094484
415	0.3002543521
416	0.3000927035
417	0.2999083147
418	0.2998796756
419	0.2998260566
420	0.2997469037
421	0.2997024214
422	0.2994632759
423	0.2992483514
424	0.2991902973
425	0.2989804059
426	0.2988787631
427	0.2988320602
428	0.2986020852
429	0.2985525216
430	0.2985129251
431	0.2982716122
432	0.2979817843
433	0.2979541343
434	0.2978299906
435	0.2976001942
436	0.2973957208
437	0.2973573256
438	0.2971255022
439	0.2969385231
440	0.2967310608
441	0.2966961328
442	0.2965778204
443	0.2964314604
444	0.2962017662
445	0.2961673955
446	0.2960609058
447	0.2960246899
448	0.2959420728
449	0.2959104321
450	0.2957186549
451	0.2955315637
452	0.29535023
453	0.2952486004
454	0.2951896602
455	0.2951317146
456	0.2949804605
457	0.2949351529
458	0.2947565034
459	0.2947009103
460	0.2945647751
461	0.2945415007
462	0.2944876133
463	0.2944438141
464	0.294391637
465	0.2942677469
466	0.2941303878
467	0.2939978585
468	0.2939840717
469	0.2939163921
470	0.293802523
471	0.2936540799
472	0.2934720296
473	0.2934524676
474	0.2933006375
475	0.2931718489
476	0.2931333857
477	0.2931033197
478	0.2929087247
479	0.2927376323
480	0.2925491008
481	0.2922970743
482	0.292270178
483	0.2921234791
484	0.292090676
485	0.2920725268
486	0.2919009767
487	0.2917390421
488	0.2916946509
489	0.2916464733
490	0.2914809245
491	0.2914332224
492	0.2913748519
493	0.2910875665
494	0.2909653225
495	0.2909349199
496	0.2908924261
497	0.2907365214
498	0.2906173462
499	0.29049513
500	0.2904731597
501	0.2904313134
502	0.290372748
503	0.2902277035
504	0.2902042111
505	0.2900919636
506	0.2899331267
507	0.289769674
508	0.289746542
509	0.2897240369
510	0.2896791886
511	0.2895957559
512	0.289580581
513	0.2894436256
514	0.2893520582
515	0.2892229956
516	0.2891130199
517	0.2890672191
518	0.2890400678
519	0.2889968637
520	0.2888790049
521	0.2887629936
522	0.2886095939
523	0.2885591991
524	0.2884225793
525	0.2882378612
526	0.2881327457
527	0.2879814441
528	0.2878968757
529	0.2878633659
530	0.2877175139
531	0.287660947
532	0.2876017576
533	0.287544958
534	0.2873935288
535	0.2873722039
536	0.2872582198
537	0.2869650476
538	0.2868166811
539	0.2866869823
540	0.2865749917
541	0.2864647453
542	0.2864139009
543	0.2862372995
544	0.2860231356
545	0.2858152841
546	0.2857084456
547	0.2856034664
548	0.2855951613
549	0.2854437568
550	0.2851848842
551	0.2851495202
552	0.285109902
553	0.2849488533
554	0.2846982623
555	0.2846441386
556	0.2845439008
557	0.2843914472
558	0.2842562172
559	0.2841866591
560	0.2841479817
561	0.2840846922
562	0.2839511622
563	0.2838873561
564	0.2837369371
565	0.2835913965
566	0.2834493228
567	0.2833205659
568	0.2832186239
569	0.2831059916
570	0.2830529531
571	0.2829979406
572	0.2828735643
573	0.2826964183
574	0.2826652891
575	0.2825436963
576	0.2825060287
577	0.2824759326
578	0.2823506616
579	0.2822978067
580	0.282268316
581	0.282113641
582	0.2820782927
583	0.282029489
584	0.2820142209
585	0.282003749
586	0.2819014503
587	0.2818657687
588	0.2817304076
589	0.2816780525
590	0.2815772506
591	0.2813784961
592	0.281125272
593	0.2809498617
594	0.2809027508
595	0.280806475
596	0.2806777424
597	0.2806115798
598	0.2805113956
599	0.2804526421
600	0.2802604601
601	0.2800985138
602	0.2800765238
603	0.2800568751
604	0.2799603348
605	0.2799099389
606	0.279877709
607	0.2797151399
608	0.2796706191
609	0.2795154945
610	0.2794630841
611	0.2792336576
612	0.2789981869
613	0.2788861251
614	0.2787598014
615	0.2786628521
616	0.278584383
617	0.2785524276
618	0.2785293875
619	0.2784375729
620	0.2781777028
621	0.2781262916
622	0.2779328447
623	0.2778199098
624	0.2777446358
625	0.2775390324
626	0.2773745036
627	0.2773065571
628	0.2771311088
629	0.2771029414
630	0.2768911081
631	0.2766606297
632	0.2764061673
633	0.276311031
634	0.2762789458
635	0.2762521261
636	0.2761244169
637	0.2758873769
638	0.2758620216
639	0.2758454056
640	0.2757876504
641	0.2755959764
642	0.2755652043
643	0.2754291429
644	0.2753733461
645	0.2752122218
646	0.2750231446
647	0.2749704713
648	0.2748773259
649	0.274644301
650	0.274493461
651	0.2742451737
652	0.2740440861
653	0.2738152814
654	0.273770277
655	0.2735972684
656	0.273400588
657	0.2732798627
658	0.2731913376
659	0.2730640936
660	0.2728810954
661	0.272830906
662	0.2728053696
663	0.2726150589
664	0.2726022763
665	0.2725771897
666	0.2724588406
667	0.2724341874
668	0.272309428
669	0.2722534347
670	0.2721391366
671	0.272090068
672	0.2720534019
673	0.2719024758
674	0.2718670723
675	0.2717796173
676	0.2717444447
677	0.2715654576
678	0.2714724112
679	0.2714431943
680	0.2712602542
681	0.2712179076
682	0.2711303765
683	0.2710900265
684	0.2710382645
685	0.2709042821
686	0.2708167714
687	0.2707431098
688	0.2707293653
689	0.2706500885
690	0.2704748355
691	0.270426988
692	0.2701993788
693	0.2700824222
694	0.2700329462
695	0.2699386409
696	0.2697852816
697	0.2697367849
698	0.2695135918
699	0.2694738567
700	0.2693616672
701	0.2693136955
702	0.2692993125
703	0.2691943761
704	0.2691472104
705	0.269055989
706	0.2689437479
707	0.2687521149
708	0.2684836519
709	0.2684716455
710	0.2683226999
711	0.2682166549
712	0.2681712281
713	0.2681267152
714	0.2679908067
715	0.2679533195
716	0.2678589572
717	0.2676986367
718	0.2674861896
719	0.2674050847
720	0.2673689192
721	0.2672643848
722	0.2672019418
723	0.2670994309
724	0.2670858063
725	0.2670742145
726	0.2668918684
727	0.2668657256
728	0.2668354338
729	0.2666416273
730	0.2665364832
731	0.2664781398
732	0.2664378319
733	0.26629157
734	0.2661312283
735	0.2660387475
736	0.265879151
737	0.2658375396
738	0.2656806647
739	0.2656496086
740	0.2655569415
741	0.2654129272
742	0.2653868205
743	0.2652254527
744	0.2651846194
745	0.2651588003
746	0.2650406835
747	0.2648808929
748	0.2646663968
749	0.2645658023
750	0.2642952709
751	0.2642149553
752	0.2640580229
753	0.263868216
754	0.2637742935
755	0.2637463431
756	0.2635636663
757	0.263546783
758	0.2634527517
759	0.2633580213
760	0.2631975781
761	0.2629778984
762	0.2628281204
763	0.2627368893
764	0.2627027861
765	0.262565717
766	0.2625422731
767	0.2623037864
768	0.2622005482
769	0.2621591112
770	0.2620470317
771	0.2619396983
772	0.2617360729
773	0.2616394223
774	0.2615444194
775	0.2614927987
776	0.2613864782
777	0.2612579987
778	0.2610973487
779	0.2609985075
780	0.2608316596
781	0.2607109064
782	0.2606864381
783	0.2606385395
784	0.2604991006
785	0.2604010023
786	0.2603747362
787	0.260352958
788	0.2601725561
789	0.2600570566
790	0.2599620168
791	0.2598299208
792	0.2596836874
793	0.2596548233
794	0.2595483687
795	0.259501196
796	0.2594508844
797	0.259342112
798	0.2591731217
799	0.2590614363
800	0.2590064395
801	0.2588119491
802	0.2586588957
803	0.2585849202
804	0.2583880236
805	0.2582665099
806	0.2582451465
807	0.2581039475
808	0.2579981888
809	0.2578603651
810	0.2577678232
811	0.2576151272
812	0.2574546521
813	0.257277592
814	0.2571742593
815	0.2570703021
816	0.2569821415
817	0.2568862289
818	0.2568299947
819	0.2566939489
820	0.2565349283
821	0.2565113174
822	0.2564787754
823	0.2563752761
824	0.256249621
825	0.2561143862
826	0.2561089024
827	0.256076227
828	0.2559442292
829	0.2558317653
830	0.2557014397
831	0.2556329732
832	0.2556108789
833	0.2555606861
834	0.2555230639
835	0.2554641923
836	0.2553205937
837	0.2552094985
838	0.2551284451
839	0.2550525116
840	0.2549347035
841	0.2549138909
842	0.2546017747
843	0.2545024058
844	0.254481433
845	0.2543844444
846	0.2543639051
847	0.2542871572
848	0.2541791427
849	0.25410441
850	0.2539544159
851	0.2538018505
852	0.2537925394
853	0.2536277847
854	0.2535967138
855	0.2535507099
856	0.2534624822
857	0.2533864247
858	0.2533438156
859	0.2533135482
860	0.2532712279
861	0.2531641397
862	0.2530679728
863	0.2530309481
864	0.2529914192
865	0.2528854962
866	0.2528552731
867	0.2528469412
868	0.2528251611
869	0.252718556
870	0.2526652755
871	0.2525667982
872	0.2524308198
873	0.2523981846
874	0.2521949499
875	0.2521650812
876	0.2520990029
877	0.2520447947
878	0.2520154749
879	0.251986091
880	0.251877861
881	0.2517979208
882	0.251759507
883	0.2515610926
884	0.2514696053
885	0.2512759901
886	0.2512003184
887	0.25109822
888	0.2510215468
889	0.2509837798
890	0.2508610775
891	0.2508140274
892	0.25068863
893	0.2505891089
894	0.2504801388
895	0.2504274425
896	0.2502365435
897	0.250113723
898	0.2500853203
899	0.2500374694
900	0.2499202713
901	0.2498215799
902	0.2497419772
903	0.2496019611
904	0.249451661
905	0.2494315802
906	0.2494039439
907	0.2493943943
908	0.2492518618
909	0.2492140608
910	0.2492060191
911	0.2491333027
912	0.2490661522
913	0.2489102683
914	0.248819531
915	0.248756794
916	0.248589031
917	0.2484419689
918	0.2483445976
919	0.2483257963
920	0.248293042
921	0.2481967039
922	0.2480856937
923	0.247980425
924	0.2478850533
925	0.2478019887
926	0.2476174506
927	0.2475110559
928	0.2474799059
929	0.2473451583
930	0.2473118269
931	0.2472814456
932	0.2472490303
933	0.247151943
934	0.2471240696
935	0.2471044426
936	0.2470433696
937	0.2470172084
938	0.2469986174
939	0.2469840802
940	0.2468435968
941	0.2468167958
942	0.2467687488
943	0.2467404866
944	0.2466292765
945	0.2465547049
946	0.2463969943
947	0.2463089852
948	0.2462778496
949	0.2461759432
950	0.2460394874
951	0.2460204211
952	0.2459670954
953	0.2458476452
954	0.2457698632
955	0.2457511419
956	0.2457063296
957	0.2455645476
958	0.2454393935
959	0.2452976739
960	0.2451600236
961	0.245134326
962	0.2450488523
963	0.2450110067
964	0.2449942691
965	0.2448214585
966	0.2447961196
967	0.2447518815
968	0.2446538612
969	0.2445436392
970	0.2444917965
971	0.2443863074
972	0.2442892266
973	0.2441498361
974	0.2440629736
975	0.2439216986
976	0.2438830018
977	0.2437877078
978	0.243768365
979	0.2436607465
980	0.2435239727
981	0.2433560846
982	0.243252477
983	0.2431147003
984	0.2430550024
985	0.242934211
986	0.2428792669
987	0.2427887115
988	0.2427589451
989	0.2427516998
990	0.2427193591
991	0.2426319641
992	0.2425840224
993	0.2425332078
994	0.2424634489
995	0.2423833883
996	0.2423590246
997	0.2422051129
998	0.242092343
999	0.241945771
1000	0.2418800403
1001	0.241758052
1002	0.2415630648
1003	0.2414568116
1004	0.2413603835
1005	0.2412036212
1006	0.2411243382
1007	0.2409748362
1008	0.2409085613
1009	0.2408376581
1010	0.2407300532
1011	0.2406666077
1012	0.240530107
1013	0.2404929725
1014	0.2403846405
1015	0.2402689123
1016	0.2402030657
1017	0.2400943999
1018	0.240025222
1019	0.2399547678
1020	0.2397716385
1021	0.2396946669
1022	0.2395482877
1023	0.2394915061
1024	0.2394129256
1025	0.2393686381
1026	0.2392773756
1027	0.2392483921
1028	0.239095266
1029	0.2390078107
1030	0.238902435
1031	0.2388278394
1032	0.2387039543
1033	0.2386251579
1034	0.2385728586
1035	0.2383457073
1036	0.2383204364
1037	0.2383121862
1038	0.2382182971
1039	0.2381387499
1040	0.2379949569
1041	0.2379279067
1042	0.2378997389
1043	0.2378547507
1044	0.2378337875
1045	0.2377711593
1046	0.2376831626
1047	0.2376061027
1048	0.2375777215
1049	0.2375060562
1050	0.2374808751
1051	0.2373225042
1052	0.2372817844
1053	0.2372656715
1054	0.2372484445
1055	0.237202036
1056	0.2371439481
1057	0.2370193373
1058	0.2369602818
1059	0.236819642
1060	0.2367730087
1061	0.2367284715
1062	0.2365964095
1063	0.236459099
1064	0.2363086236
1065	0.2362549006
1066	0.2361648815
1067	0.2360372016
1068	0.2359812793
1069	0.235842643
1070	0.2357687173
1071	0.2356950015
1072	0.2356250194
1073	0.235515141
1074	0.2355012257
1075	0.2354063119
1076	0.2353123786
1077	0.2352825938
1078	0.2351970122
1079	0.2351737321
1080	0.2351369165
1081	0.235035109
1082	0.2349224779
1083	0.2347947526
1084	0.2347259548
1085	0.2346553729
1086	0.2345601776
1087	0.2344929715
1088	0.2343714695
1089	0.2343445291
1090	0.2342634826
1091	0.2341434786
1092	0.2341163643
1093	0.2340248283
1094	0.2340005602
1095	0.233931253
1096	0.2338782776
1097	0.2337618426
1098	0.2337250711
1099	0.2337188381
1100	0.2336852152
1101	0.2335810825
1102	0.2335197062
1103	0.2334649574
1104	0.2333996467
1105	0.2333671504
1106	0.2332313016
1107	0.2331637771
1108	0.2331414464
1109	0.2330550507
1110	0.2330038227
1111	0.2329381588
1112	0.2328616011
1113	0.2328327432
1114	0.2327627692
1115	0.232742616
1116	0.2327266397
1117	0.232674776
1118	0.2325426568
1119	0.232432464
1120	0.2323966129
1121	0.2323467578
1122	0.2322682374
1123	0.2321542589
1124	0.2321016626
1125	0.2320323411
1126	0.2319293648
1127	0.2318867893
1128	0.2317840366
1129	0.2316499388
1130	0.2315659973
1131	0.2314549458
1132	0.2314391734
1133	0.2313523932
1134	0.2312446133
1135	0.2311936523
1136	0.2310972115
1137	0.2310720544
1138	0.231017951
1139	0.2309366383
1140	0.2308713693
1141	0.23073017
1142	0.2306313114
1143	0.230549155
1144	0.2304121685
1145	0.2303489905
1146	0.2302618004
1147	0.2301658718
1148	0.2300646427
1149	0.2300493938
1150	0.2299717784
1151	0.2298372994
1152	0.2297426183
1153	0.2295610328
1154	0.2295461439
1155	0.2294872514
1156	0.2294017357
1157	0.2293872152
1158	0.2293676313
1159	0.2292511416
1160	0.2291884703
1161	0.2291588107
1162	0.2290967011
1163	0.2289713278
1164	0.2288580827
1165	0.2287432163
1166	0.2287287983
1167	0.2287229332
1168	0.228657329
1169	0.2285402799
1170	0.228446825
1171	0.2283852923
1172	0.2282514637
1173	0.2282456241
1174	0.2282182483
1175	0.2281568017
1176	0.2280514556
1177	0.2280452683
1178	0.2279502036
1179	0.2278868739
1180	0.227825258
1181	0.2277033849
1182	0.2276428837
1183	0.2275834769
1184	0.2274730951
1185	0.227374924
1186	0.2272559997
1187	0.2270822463
1188	0.2270010867
1189	0.2269284095
1190	0.226811815
1191	0.2267938698
1192	0.2267230487
1193	0.2266184482
1194	0.2265505294
1195	0.2265269993
1196	0.226432875
1197	0.2263113572
1198	0.2261618146
1199	0.2261053989
1200	0.2260844429
1201	0.2259834123
1202	0.2258157858
1203	0.2257737707
1204	0.2257687391
1205	0.2256065235
1206	0.2255076688
1207	0.2254712056
1208	0.2254571871
1209	0.2253604939
1210	0.2253373997
1211	0.2252887135
1212	0.2251843119
1213	0.225069131
1214	0.2250304092
1215	0.2249655342
1216	0.2249591474
1217	0.2248265636
1218	0.2247247821
1219	0.2246045226
1220	0.2245073465
1221	0.2244818983
1222	0.2243801177
1223	0.2242699079
1224	0.2241069767
1225	0.2240336211
1226	0.2239411107
1227	0.2238341987
1228	0.2237227251
1229	0.2236445372
1230	0.2235843375
1231	0.2234420203
1232	0.2233818415
1233	0.2233682616
1234	0.2233502722
1235	0.223271586
1236	0.223143335
1237	0.2231129757
1238	0.2230109723
1239	0.222995672
1240	0.2228709661
1241	0.2228218574
1242	0.2227359315
1243	0.2226845388
1244	0.2225913837
1245	0.2225692773
1246	0.2225658827
1247	0.2224638875
1248	0.2223663604
1249	0.2222852806
1250	0.2222113279
1251	0.2221411874
1252	0.222060393
1253	0.2220183019
1254	0.2219727
1255	0.2219575151
1256	0.2218721594
1257	0.2218059387
1258	0.2217165952
1259	0.2216588063
1260	0.2215597843
1261	0.221412026
1262	0.221323477
1263	0.221245022
1264	0.2212333926
1265	0.2211216397
1266	0.2209919
1267	0.2208844044
1268	0.2208604081
1269	0.220765087
1270	0.2207487125
1271	0.2207079115
1272	0.2206593136
1273	0.2206560235
1274	0.2206097668
1275	0.220516752
1276	0.220410773
1277	0.2203339317
1278	0.2202851409
1279	0.2201712754
1280	0.2200425508
1281	0.21991636
1282	0.2198279136
1283	0.2197490409
1284	0.2196078537
1285	0.2195499327
1286	0.2194794361
1287	0.2193845976
1288	0.2193281741
1289	0.2192058642
1290	0.219200576
1291	0.2191878406
1292	0.2191296379
1293	0.2190622236
1294	0.2189372142
1295	0.2188458872
1296	0.2188296535
1297	0.2187717474
1298	0.2187299913
1299	0.2186976235
1300	0.2186274319
1301	0.218559762
1302	0.2184678624
1303	0.218461277
1304	0.2183592451
1305	0.2182691392
1306	0.2182236509
1307	0.2181691103
1308	0.2181564949
1309	0.2181221001
1310	0.2180672247
1311	0.2179384111
1312	0.2178516926
1313	0.2178277499
1314	0.2178116194
1315	0.2177690736
1316	0.2176475882
1317	0.2175571691
1318	0.2174550693
1319	0.2173378915
1320	0.217286323
1321	0.2171634188
1322	0.2171088754
1323	0.2170267261
1324	0.2169339602
1325	0.2169016309
1326	0.2168971561
1327	0.2168842514
1328	0.2167676119
1329	0.2166919226
1330	0.2166044995
1331	0.2165632327
1332	0.2165512247
1333	0.2164996392
1334	0.2163195277
1335	0.2162666084
1336	0.2161907079
1337	0.21616069
1338	0.2160867515
1339	0.2160404139
1340	0.2159937975
1341	0.2159479418
1342	0.2158976645
1343	0.215846034
1344	0.2158022486
1345	0.2157385803
1346	0.2156659304
1347	0.215590148
1348	0.2155781137
1349	0.2155089295
1350	0.2154716643
1351	0.2154214109
1352	0.2153723118
1353	0.2152969538
1354	0.2152252738
1355	0.2151501521
1356	0.2150656813
1357	0.2150540116
1358	0.2149838017
1359	0.2148306788
1360	0.2147478372
1361	0.2146359861
1362	0.2145998889
1363	0.214579798
1364	0.2144387226
1365	0.2143695009
1366	0.2143001618
1367	0.2142203167
1368	0.2141160235
1369	0.2140301749
1370	0.2139145307
1371	0.2138960892
1372	0.2138862496
1373	0.2137416994
1374	0.2137300575
1375	0.2136213356
1376	0.2136059438
1377	0.2134992436
1378	0.2133987126
1379	0.2133247101
1380	0.2133129533
1381	0.2131909825
1382	0.2131172819
1383	0.2129974722
1384	0.2128939119
1385	0.212774115
1386	0.2126552117
1387	0.2125906421
1388	0.2125064343
1389	0.2124505362
1390	0.2123908421
1391	0.2123562172
1392	0.2122961576
1393	0.2121583418
1394	0.2120602649
1395	0.2120095864
1396	0.2119602974
1397	0.2118995408
1398	0.2118044557
1399	0.2117191236
1400	0.2116856314
1401	0.2115382484
1402	0.2114929866
1403	0.211396985
1404	0.2112989797
1405	0.2112600784
1406	0.2111534998
1407	0.2111052588
1408	0.211022118
1409	0.2109317989
1410	0.2108795424
1411	0.2108305699
1412	0.2107432747
1413	0.2106614938
1414	0.2105293053
1415	0.2104451253
1416	0.2104028101
1417	0.2103577496
1418	0.2102887414
1419	0.2101745276
1420	0.2101312736
1421	0.2100391583
1422	0.2099897379
1423	0.2099168932
1424	0.2098006063
1425	0.2096635207
1426	0.2096521302
1427	0.2095457386
1428	0.209418005
1429	0.2093813363
1430	0.2092916414
1431	0.2092200072
1432	0.2091712245
1433	0.2090910084
1434	0.2090419427
1435	0.209027841
1436	0.2089762312
1437	0.2089282202
1438	0.2088646206
1439	0.2087708733
1440	0.2086717234
1441	0.2086425015
1442	0.2086077873
1443	0.2085513506
1444	0.2084768969
1445	0.2084045999
1446	0.208390342
1447	0.2083432518
1448	0.2083079184
1449	0.2082205457
1450	0.2081017256
1451	0.2079885865
1452	0.2079518739
1453	0.2079052466
1454	0.2078341957
1455	0.207823017
1456	0.2077064322
1457	0.2076878368
1458	0.2075734161
1459	0.2075221808
1460	0.20746057
1461	0.2074258926
1462	0.2073494037
1463	0.2073035428
1464	0.2072411014
1465	0.2071323052
1466	0.2070865878
1467	0.2070167945
1468	0.2069044801
1469	0.2068574634
1470	0.2068399745
1471	0.2067408129
1472	0.2066619767
1473	0.2066363728
1474	0.2065738358
1475	0.2065057143
1476	0.2064492996
1477	0.2063337507
1478	0.2063162355
1479	0.2062962423
1480	0.20623694
1481	0.2061407603
1482	0.2060480951
1483	0.2059809508
1484	0.2058171123
1485	0.2057508183
1486	0.2056501999
1487	0.2056042773
1488	0.2054948182
1489	0.2054811502
1490	0.2054072792
1491	0.2053533277
1492	0.2052923701
1493	0.205214098
1494	0.2051875232
1495	0.2051299463
1496	0.2050940682
1497	0.2050188986
1498	0.2048597499
1499	0.2047921382
1500	0.2047817525
1501	0.2047088452
1502	0.2046136613
1503	0.2045471034
1504	0.2044746537
1505	0.2044317543
1506	0.2043407328
1507	0.204208632
1508	0.204103466
1509	0.2040778678
1510	0.2040005209
1511	0.203986501
1512	0.2039360925
1513	0.2038767463
1514	0.2037325458
