iter	Logloss
243	0.05239515194
244	0.05232546137
245	0.05220587853
246	0.05211795278
247	0.0520224805
248	0.05193298356
249	0.05182822605
250	0.0517707234
251	0.05165034899
252	0.05158688826
253	0.05150386045
254	0.05142065112
255	0.0513343565
256	0.05118368341
257	0.05111127565
258	0.05101787114
259	0.05090603446
260	0.05083129216
261	0.05073351032
262	0.0506415454
263	0.05057117717
264	0.0505167842
265	0.05047827961
266	0.05039996621
267	0.05031653671
268	0.0501995399
269	0.05010986814
270	0.05003150349
271	0.04991152267
272	0.04982803802
273	0.04972801986
274	0.04962632491
275	0.0495748521
276	0.04946384266
277	0.04936503972
278	0.04927938694
279	0.04916109802
280	0.04907938024
281	0.04893519774
282	0.04883356286
283	0.04875538472
284	0.04864447621
285	0.0485757117
286	0.04850993596
287	0.04842922794
288	0.04835479709
289	0.04830188926
290	0.0482626477
291	0.04821695838
292	0.04809903094
293	0.04806273663
294	0.04801357892
295	0.04793421886
296	0.04786682042
297	0.0477731821
298	0.04769301374
299	0.04768244698
300	0.04764909558
301	0.04755966483
302	0.04750940683
303	0.04745883296
304	0.04741380345
305	0.04735135764
306	0.04728077114
307	0.04721681392
308	0.04713775788
309	0.04707067948
310	0.04697429672
311	0.04689316989
312	0.04686684801
313	0.04675799578
314	0.04665727284
315	0.0465570805
316	0.04648981982
317	0.04642004944
318	0.04634932076
319	0.04624342974
320	0.04612225689
321	0.04604421297
322	0.04596650933
323	0.04592141247
324	0.04585489349
325	0.04579811401
326	0.04571357494
327	0.04568122497
328	0.04554818306
329	0.04543422959
330	0.0453498326
331	0.04529003629
332	0.04522205411
333	0.04514644457
334	0.04508389175
335	0.04502226605
336	0.04494523202
337	0.04490117301
338	0.04486081001
339	0.04477860116
340	0.0447512742
341	0.04465500411
342	0.0446047921
343	0.04452046708
344	0.04444372157
345	0.04436622651
346	0.04428129582
347	0.04422208128
348	0.04414843292
349	0.04406630896
350	0.04403460675
351	0.04400141118
352	0.04389208237
353	0.04380790703
354	0.04372220567
355	0.04369635316
356	0.04366622414
357	0.04359229745
358	0.04352104888
359	0.04346315414
360	0.04340675199
361	0.0433088489
362	0.04322375004
363	0.04317758714
364	0.04313941777
365	0.04311370904
366	0.04300136725
367	0.0428942312
368	0.04283821401
369	0.04278893369
370	0.0427233713
371	0.04267439723
372	0.04262459581
373	0.04254823845
374	0.04250537888
375	0.04243926725
376	0.04237823008
377	0.04230149045
378	0.04226111525
379	0.04218879995
380	0.04210842753
381	0.04204876478
382	0.04197376642
383	0.04191435699
384	0.0418179126
385	0.04174057204
386	0.04168723759
387	0.04161500576
388	0.0415517485
389	0.04150492088
390	0.04144572063
391	0.0414073156
392	0.04132071972
393	0.04124721414
394	0.04119697195
395	0.0411174719
396	0.04103577741
397	0.04096153294
398	0.04089124683
399	0.04085313703
400	0.04078522106
401	0.04073198721
402	0.04071018857
403	0.04064012758
404	0.0406124242
405	0.04052045703
406	0.04050421008
407	0.04046168771
408	0.04042756215
409	0.04038473224
410	0.04034948793
411	0.0402922868
412	0.040236673
413	0.04017611643
414	0.04014509627
415	0.04005581458
416	0.0400134485
417	0.03998934352
418	0.03993191789
419	0.03986361907
420	0.03980531044
421	0.03976801307
422	0.03970033394
423	0.03962978965
424	0.03956822052
425	0.03950574838
426	0.0394312723
427	0.0393648538
428	0.03934037584
429	0.03927045709
430	0.0392438532
431	0.03921139753
432	0.03917507848
433	0.03912046201
434	0.03907542217
435	0.03898196577
436	0.03893710013
437	0.03887034974
438	0.03881143862
439	0.03871070815
440	0.03868964537
441	0.03860271306
442	0.03853922179
443	0.03847929016
444	0.03841615719
445	0.03834454509
446	0.03824538083
447	0.03822178538
448	0.03818009477
449	0.03808488951
450	0.03803416085
451	0.03795698358
452	0.03790080235
453	0.03785374782
454	0.03773758393
455	0.03769399509
456	0.03756971904
457	0.03747979838
458	0.0374364668
459	0.03738099386
460	0.03734113282
461	0.03730138908
462	0.03724519802
463	0.03720923655
464	0.03715109007
465	0.03709629583
466	0.03703888711
467	0.03700840976
468	0.03698133438
469	0.03691574207
470	0.03685138584
471	0.03677908952
472	0.03673800238
473	0.03669527031
474	0.03663849763
475	0.03661690474
476	0.03655305579
477	0.03646692223
478	0.03641431534
479	0.03636431375
480	0.03632418583
481	0.03626193507
482	0.03621180988
483	0.03614411615
484	0.03611569211
485	0.0360768532
486	0.03601523917
487	0.03596647804
488	0.03591420741
489	0.0358345697
490	0.03578126005
491	0.03574064089
492	0.03566688505
493	0.03562188242
494	0.035474215
495	0.03542209724
496	0.03534676767
497	0.03529167717
498	0.03523199619
499	0.03519451831
500	0.03515927022
501	0.03508323591
502	0.0350395289
503	0.03499613157
504	0.0349726858
505	0.03491001951
506	0.03484858083
507	0.03481553318
508	0.0347771888
509	0.03474693935
510	0.034716738
511	0.03468285043
512	0.03464710265
513	0.03460061584
514	0.03452894412
515	0.03450605378
516	0.03444706244
517	0.03439223521
518	0.03431685939
519	0.03423972779
520	0.03419299216
521	0.03414810159
522	0.03408390425
523	0.03403412405
524	0.03397782486
525	0.03390221598
526	0.03384081851
527	0.0337970064
528	0.03375263774
529	0.03368042612
530	0.03362746764
531	0.03356753046
532	0.03351027157
533	0.03345534223
534	0.03340681722
535	0.03333461101
536	0.03327300162
537	0.03323328177
538	0.03316958094
539	0.03312861449
540	0.03309801849
541	0.0330226813
542	0.03298500603
543	0.03293126025
544	0.03287958734
545	0.0328575617
546	0.03280701415
547	0.03275758237
548	0.03273795788
549	0.03266861629
550	0.03263389347
551	0.03256474659
552	0.03256471056
553	0.0325332492
554	0.03251010731
555	0.03245671451
556	0.03242705956
557	0.03238896042
558	0.03237215331
559	0.03237057848
560	0.03231898436
561	0.03228859117
562	0.03226489971
563	0.03222291705
564	0.03216496767
565	0.03212156331
566	0.03211204863
567	0.0320678423
568	0.03201065873
569	0.03197495674
570	0.03196660967
571	0.03195158832
572	0.03192731907
573	0.03189791634
574	0.03187492056
575	0.03181586758
576	0.03176097911
577	0.03173801244
578	0.0316923289
579	0.03165559272
580	0.03162799596
581	0.03158755212
582	0.03154149872
583	0.03148205075
584	0.03144207908
585	0.03137687625
586	0.03132246635
587	0.03129505297
588	0.031233807
589	0.0311410832
590	0.03111435621
591	0.03107960341
592	0.03106716113
593	0.03104367386
594	0.03101517621
595	0.03099485058
596	0.03094802548
597	0.03089551742
598	0.03079717921
599	0.03074604281
600	0.03068456744
601	0.03065973028
602	0.03060838329
603	0.03058732307
604	0.03054471099
605	0.03049686624
606	0.03047151933
607	0.03043454732
608	0.03037958424
609	0.03031519475
610	0.03027504706
611	0.03026004475
612	0.03020310338
613	0.03016227395
614	0.03013774228
615	0.03007575571
616	0.03005571897
617	0.03000747977
618	0.02995335492
619	0.02993366141
620	0.02993361243
621	0.02993356239
622	0.02993356239
623	0.02991289616
624	0.02984202819
625	0.02977946559
626	0.02974277983
627	0.02970316974
628	0.02966963967
629	0.02963572091
630	0.02959041004
631	0.02954179603
632	0.02949279166
633	0.02943429967
634	0.02938781084
635	0.02935167072
636	0.02930384297
637	0.02928908628
638	0.02922876668
639	0.02922686704
640	0.02919255718
641	0.02917877666
642	0.02911979123
643	0.02909892833
644	0.02906093461
645	0.02901514698
646	0.0289601255
647	0.02890671238
648	0.02886136854
649	0.02881867553
650	0.02877701187
651	0.02872615404
652	0.02867754956
653	0.0286360511
654	0.02859707731
655	0.02854416441
656	0.02847404109
657	0.02845546125
658	0.02842681046
659	0.02838530239
660	0.0283658858
661	0.02832335
662	0.02828569365
663	0.0282487466
664	0.02822484417
665	0.02816180582
666	0.0281202876
667	0.02807873358
668	0.02805540436
669	0.02802107315
670	0.02796126271
671	0.02792250134
672	0.02787004944
673	0.0278252272
674	0.02778688331
675	0.02774808602
676	0.02768875246
677	0.02766105621
678	0.02760929929
679	0.02757773109
680	0.0275560458
681	0.02754285487
682	0.02750577268
683	0.02746300416
684	0.02742008775
685	0.02736136515
686	0.0273194091
687	0.02729234539
688	0.02727603666
689	0.02721345937
690	0.02718361888
691	0.02716669503
692	0.02715176852
693	0.02713987295
694	0.02713981967
695	0.02713270473
696	0.02712178964
697	0.02710701642
698	0.02707887576
699	0.02707628834
