iter	Logloss
0	0.3288530365
1	0.2260064182
2	0.1788656203
3	0.156418183
4	0.1464401702
5	0.1388457781
6	0.1332182692
7	0.1280367
8	0.1228103612
9	0.1189258272
10	0.1138634466
11	0.1080975455
12	0.1067960617
13	0.1058099527
14	0.1034628003
15	0.10013324
16	0.09932920093
17	0.09729418522
18	0.0958485339
19	0.09494540842
20	0.09419358914
21	0.09345590639
22	0.09243534335
23	0.09160991597
24	0.0911957648
25	0.09070002454
26	0.08952831517
27	0.08918017859
28	0.0888152985
29	0.0880059142
30	0.08753254768
31	0.08620137705
32	0.08576706541
33	0.08498838325
34	0.08459145107
35	0.08424167473
36	0.08392123286
37	0.08368013344
38	0.08343005574
39	0.08301630692
40	0.08212108189
41	0.08179741938
42	0.08147368593
43	0.08117307288
44	0.08093684212
45	0.08035626718
46	0.0799407343
47	0.07974763206
48	0.07946986219
49	0.07930439783
50	0.07890110591
51	0.07863487098
52	0.07842670524
53	0.07822176839
54	0.07813341536
55	0.07798305993
56	0.07786658268
57	0.07766491077
58	0.07750343181
59	0.07728471445
60	0.0770617766
61	0.07643701173
62	0.07619557998
63	0.07590094665
64	0.07577058431
65	0.07555965336
66	0.07538354283
67	0.07509344748
68	0.07475524507
69	0.07454761286
70	0.07438622262
71	0.07409204528
72	0.07394111354
73	0.07371961247
74	0.07356253655
75	0.07343574444
76	0.07302447291
77	0.07282740071
78	0.07262614458
79	0.07232447679
80	0.0721899513
81	0.07208104852
82	0.07190471876
83	0.07182691014
84	0.07167496525
85	0.07148438788
86	0.07136102342
87	0.07114747643
88	0.0709224234
89	0.07081147637
90	0.07055856772
91	0.07036698842
92	0.07019093499
93	0.07006076846
94	0.0699715624
95	0.06976367326
96	0.06960990396
97	0.06947782845
98	0.06926913274
99	0.06912169617
100	0.06895489759
101	0.06871356053
102	0.06849783278
103	0.06838420759
104	0.06824834317
105	0.06806421913
106	0.06792902031
107	0.06785506408
108	0.06773364665
109	0.0676518953
110	0.06747946464
111	0.0674505425
112	0.06720977338
113	0.06709909951
114	0.06694860589
115	0.06681146348
116	0.06662600017
117	0.06652276454
118	0.06645497656
119	0.06617962293
120	0.06605307457
121	0.06594358709
122	0.0658124791
123	0.06560295978
124	0.06539158674
125	0.06521527262
126	0.06504124565
127	0.06489638337
128	0.06475430622
129	0.0645545801
130	0.06438711181
131	0.06428361914
132	0.06412234083
133	0.06395922251
134	0.06388005375
135	0.06367941729
136	0.06355578776
137	0.06344878826
138	0.0633111428
139	0.06325809171
140	0.06308966651
141	0.06302519689
142	0.06295844176
143	0.06289735901
144	0.06263181166
145	0.062496182
146	0.06231473846
147	0.06220258245
148	0.06195706774
149	0.06175562621
150	0.06164359328
151	0.06150444524
152	0.06139299911
153	0.06127664252
154	0.06115624249
155	0.06099925262
156	0.06094021503
157	0.06085674695
158	0.06079451861
159	0.06076333327
160	0.06074498851
161	0.0606417902
162	0.06053729181
163	0.06046491644
164	0.06042059287
165	0.06030268516
166	0.06022542046
167	0.06016005103
168	0.06004199034
169	0.05993759123
170	0.05983165383
171	0.05979530428
172	0.05964821912
173	0.05955191142
174	0.05940911923
175	0.05930389041
176	0.05919051077
177	0.05911533422
178	0.05902728762
179	0.05890445853
180	0.05880168531
181	0.05864896328
182	0.05854330729
183	0.05844403214
184	0.05839799708
185	0.05830521175
186	0.05818839339
187	0.0580721543
188	0.05796262313
189	0.05791817871
190	0.05774825157
191	0.0576457873
192	0.05754391926
193	0.05748984895
194	0.05743968203
195	0.05726719483
196	0.05712577432
197	0.05703064242
198	0.05688029641
199	0.05682638421
200	0.05674576561
201	0.0566108761
202	0.05649731743
203	0.05638082151
204	0.0562922218
205	0.05620237838
206	0.05603681882
207	0.05592358749
208	0.05578506904
209	0.05566324397
210	0.05557601759
211	0.05543343901
212	0.05533734936
213	0.05520722072
214	0.05506164644
215	0.05495051419
216	0.05487163787
217	0.05479209936
218	0.05468649643
219	0.05458093589
220	0.05444542601
221	0.05434576337
222	0.05430471717
223	0.05422055281
224	0.05412061199
225	0.05408118134
226	0.05397911657
227	0.05387971798
228	0.05380962491
229	0.05370515998
230	0.05360109006
231	0.05350952284
232	0.05336718466
233	0.05324428246
234	0.05312789585
235	0.05307166811
236	0.05297502147
237	0.05290229982
238	0.05280136743
239	0.0527340029
240	0.0526241063
241	0.0525811797
242	0.05246565297
